2023-05-24 10:22:49.135 | INFO     | SQL.mainSQL:_connection:60 - SQL connection established
2023-05-24 17:57:22.124 | INFO     | SQL.mainSQL:_connection:61 - SQL connection established
2023-05-24 17:57:57.038 | INFO     | SQL.mainSQL:_connection:61 - SQL connection established
2023-05-24 21:24:50.114 | INFO     | SQL.mainSQL:_connection:61 - SQL connection established
2023-05-24 21:26:13.598 | INFO     | SQL.mainSQL:_connection:61 - SQL connection established
2023-05-24 21:26:36.228 | INFO     | SQL.mainSQL:_connection:61 - SQL connection established
2023-05-24 21:26:52.547 | INFO     | app:api:53 - 收到数据::{'table': 'baseinfo', 'control': 'select', 'data': {'condition': '', 'col': '*', 'limit': '10'}}
2023-05-24 21:26:52.547 | ERROR    | app:api:75 - ValueError::column or condition is empty
2023-05-24 21:28:07.129 | INFO     | SQL.mainSQL:_connection:61 - SQL connection established
2023-05-24 21:28:12.382 | INFO     | app:api:53 - 收到数据::{'table': 'baseinfo', 'control': 'select', 'data': {'condition': '', 'col': '*', 'limit': '10'}}
2023-05-24 21:28:12.383 | ERROR    | app:api:75 - ValueError::column or condition is empty
2023-05-24 21:28:46.230 | INFO     | app:api:53 - 收到数据::{'table': 'baseinfo', 'control': 'select', 'data': {'condition': '', 'column': '*', 'limit': '10'}}
2023-05-24 21:28:46.232 | WARNING  | SQL.mainSQL:_select:152 - Condition is not empty but not INCLUDE 'where'
You can ONLY read 10 records FOR EACH REQUEST
2023-05-24 21:28:46.232 | CRITICAL | SQL.mainSQL:foo:109 - SQL Operate failed: '<' not supported between instances of 'str' and 'int'
2023-05-24 21:30:32.532 | INFO     | SQL.mainSQL:_connection:61 - SQL connection established
2023-05-24 21:30:35.600 | INFO     | app:api:53 - 收到数据::{'table': 'baseinfo', 'control': 'select', 'data': {'condition': '', 'column': '*', 'limit': '10'}}
2023-05-24 21:30:35.601 | WARNING  | SQL.mainSQL:_select:152 - 
Condition is not empty but not INCLUDE 'where'
You can ONLY read 10 records FOR EACH REQUEST
2023-05-24 21:30:35.602 | SUCCESS  | SQL.mainSQL:foo:103 - SQL Operate success
2023-05-24 21:31:36.112 | INFO     | SQL.mainSQL:_connection:61 - SQL connection established
2023-05-24 21:31:40.207 | INFO     | app:api:53 - 收到数据::{'table': 'baseinfo', 'control': 'select', 'data': {'condition': '', 'column': '*', 'limit': '10'}}
2023-05-24 21:31:40.209 | WARNING  | SQL.mainSQL:_select:153 - 
Condition is not empty but not INCLUDE 'where'
You can ONLY read 10 records FOR EACH REQUEST
2023-05-24 21:31:40.210 | SUCCESS  | SQL.mainSQL:foo:103 - SQL Operate success
2023-05-24 21:35:01.332 | INFO     | SQL.mainSQL:_connection:61 - SQL connection established
